TIC_ID,TOI,P (days),dP,Epoch,Dur,RA (J2000),DEC (J2000),Tmag,Depth,R_E,dRe,R_s,dR_s,T_eff,logg,T_eq,Dispo,Sect,M_s,D (pc),Priority,Rp/R*,a/R*,b,Insol,AB,Notes,M_p,dM_p,LCO_rms,rms_err,Data
12423815,234.01,2.8392490,0.000100,1356.088115,1.5,2.568707,-26.2824000,14.6,37162,20.67,1.00,0.540,0.050,3642,4.4,607,VPC+,2,0.540,246.60,4,0.3512,12.73,0.00,45.0,0.5,,,,-,-,FALSE
29960110,1201.01,2.4911150,0.000323,1411.672370,1.4,42.247000,-14.5376000,10.7,2485,3.04,2.13,0.607,0.103,3948,4.7,777,VPC+,4,0.607,37.89,4,0.0459,10.80,1.00,86.5,0.3,Ian Crossfield AC Target,-,-,-,-,FALSE
44737596,552.01,2.7886320,0.000089,1438.161305,1.8,60.949323,-25.4089140,13.8,25918,16.11,1.00,0.579,0.050,3654,4.4,627,VPC+,5,0.579,193.10,3,0.2553,12.01,0.00,51.2,0.5,,,,-,-,FALSE
387690507,530.01,6.3884880,0.001123,1470.200137,2.5,103.412800,12.8818000,13.4,27556,8.13,1.00,0.486,0.050,3688,4.8,453,VPC+,6,0.486,204.40,3,0.1534,23.46,0.00,13.9,0.5,,,,-,-,FALSE
151825527,672.01,3.6336180,0.001207,1546.479924,1.8,167.990400,-39.3278000,11.6,9034,5.03,1.00,0.525,0.050,4105,4.8,679,VPC+,9,0.525,66.90,3,0.0880,15.30,0.00,50.3,0.3,,,,-,-,FALSE
296739893,620.01,5.0989540,0.000100,1518.006117,1.2,142.173300,-12.1655000,10.1,3394,2.73,1.00,0.458,0.050,3633,4.8,513,VPC+,8,0.458,41.70,1,0.0547,21.00,0.00,16.4,0.3,,,,-,-,FALSE
35009898,654.01,1.5275855,0.000050,1543.435847,1.2,164.724200,-5.5464000,12.2,2889,1.91,1.00,0.353,0.050,3433,4.9,664,VPC+,9,0.353,81.60,1,0.0496,11.18,0.00,46.1,0.3,,,,-,-,FALSE
336128819,2136.01,7.8518830,0.001571,2017.704899,1.6,281.176524,36.562368,11.7,4066,2.21,0.87,0.344,0.010,3384,5.0,376,VPC+,26,0.344,33.36,1,0.0589,33.90,0.00,4.7,0.3,,,,,,FALSE
285048486,1728.01,3.4915670,0.000141,1843.274889,1.9,120.610626,64.7969250,10.8,5520,4.70,0.36,0.633,0.019,3907,5.0,697,VPC+,20,0.633,60.80,1,0.0681,13.15,0.00,55.9,0.3,,,,,,FALSE
441738827,2084.01,6.0784351,0.000159,1741.073393,2.0,259.253846,72.7468650,13.3,2760,2.47,1.26,0.467,0.014,3630,5.0,486,VPC+,"16,19,20,21,22,23",0.467,114.55,1,0.0485,23.31,0.00,13.3,0.3,,,,,,FALSE
422756130,1695.01,3.1342887,0.000629,1816.598975,0.9,21.920719,72.2964410,11.0,1338,2.09,0.89,0.516,0.015,3575,5.0,618,VPC+,19,0.516,45.13,1,0.0371,14.02,0.00,34.5,0.3,,,,,,FALSE
439456714,277.01,3.9942440,0.001207,1389.029170,2.0,19.077200,-20.9522000,11.7,5784,4.32,1.00,0.517,0.050,4107,4.8,655,VPC+,3,0.517,64.67,1,0.0767,16.46,0.00,43.6,0.3,Crossfield AC Target,,,-,-,FALSE
44647437,435.01,3.3530230,0.001207,1411.843915,2.0,59.410460,-25.1899620,12.8,3743,6.05,1.00,0.618,0.050,3978,4.4,713,VPC+,5,0.618,165.29,1,0.0899,13.00,0.00,61.4,0.3,,,,-,-,FALSE
54962195,663.01,2.5989070,0.000050,1544.390641,1.6,160.066500,-8.5107000,11.7,1911,2.22,1.00,0.502,0.050,3719,5.0,678,VPC+,9,0.502,92.70,1,0.0406,12.60,0.00,49.9,0.3,,,,-,-,FALSE
260298958,2205.01,0.8891380,0.000073,2036.527508,1.2,94.3157,-56.509978,15.1,43667,14.60,0.82,0.650,0.021,3653,5.0,1037,VPC+,27,0.650,409.03,1,0.2061,5.19,0.42,274.2,0.3,,,,,,FALSE
312862941,1638.01,0.9150620,0.000079,1791.146368,0.8,15.321760,55.6979480,12.1,5492,8.64,21.64,0.701,0.021,3810,5.0,1099,VPC+,18,0.701,126.28,1,0.1130,5.03,0.00,345.5,0.3,,,,,,FALSE
406941612,912.01,4.6780900,0.000684,1628.403947,1.8,229.340400,-80.4729000,10.4,2039,2.22,0.37,0.427,0.013,3482,4.8,494,VPC+,12,0.421,26.11,1,0.0478,20.79,0.00,14.1,0.3,,,,,,FALSE
233602827,1749.02,9.0449350,0.000301,1688.773390,1.8,282.737771,64.4192000,12.3,1993,2.50,2.21,0.561,0.017,3959,5.0,494,VPC+,"14,15,16,17,18,19",0.561,99.56,1,0.0409,26.87,0.00,14.1,0.3,,,,,,FALSE
415969908,233.01,11.6700420,0.000300,1365.263100,2.0,343.709965,-18.9118580,11.3,2699,2.57,1.00,0.464,0.050,3644,4.8,392,VPC/BEB?,2,0.464,71.70,1,0.0508,36.15,0.69,5.6,0.3,,,,-,-,FALSE
343628284,1448.01,8.1123170,0.001414,1713.333728,2.3,316.324130,57.7713740,13.2,7361,3.79,0.43,0.382,0.011,3391,4.8,386,VPC+,"15, 16",0.382,73.33,1,0.0911,32.32,0.00,5.2,0.3,,,,,,FALSE
38680052,2208.01,0.6743340,0.000031,2036.4455500,0.9,65.5286950,-61.3687280,15.7,93891,10.73,0.74,0.322,0.011,3228,5.0,795,VPC+,27,0.322,181.73,1,0.3057,6.90,0.00,94.7,0.3,,,,,,FALSE
284441182,1470.01,2.5271110,0.000560,1766.468765,1.3,10.088709,61.2136260,11.5,1864,2.13,2.69,0.490,0.015,3624,5.0,661,VPC+,,0.490,51.95,1,0.0399,12.57,0.00,45.3,0.3,,,,,,FALSE
296780789,573.01,13.5773316,0.000232,1524.632662,1.7,142.347200,-14.5114000,12.5,143014,18.92,1.00,0.338,0.050,3404,4.9,313,VPC+,8,0.338,90.00,1,0.5136,49.40,0.00,2.3,0.3,,,,-,-,FALSE
188589164,2013.01,2.6162360,0.000392,1956.405771,1.3,239.578325,35.4067440,10.3,1066,1.07,1.53,0.326,0.010,3352,5.0,527,VPC+,24,0.326,15.81,1,0.0301,16.89,0.00,18.3,0.3,oooeee,,,,,FALSE
243313296,2278.01,1.4663470,0.000022,1684.675497,1.0,289.512718,56.236051,12.4,912,1.13,0.28,0.323,0.010,3412,5.0,649,VPC+,"14,15,16,20,23,26",0.323,43.58,1,0.0320,11.55,0.00,42.1,0.3,,,,,,FALSE
236387002,2119.01,7.2008400,0.000030,1958.678150,1.9,244.430023,26.304182,10.4,52370,11.33,0.41,0.500,0.010,3606,5.0,467,VPC+,25,0.500,31.40,1,0.2079,24.93,0.00,11.3,0.3,,,,,,FALSE
439867639,2445.01,0.3710950,0.000038,2144.571978,0.6,43.315909,0.05244,13.1,2361,1.53,0.36,0.272,0.008,3333,5.0,947,VPC+,31,0.272,,1,0.0516,5.18,0.00,190.9,0.3,,,,,,FALSE
219698776,1243.01,4.6637820,0.013343,1436.209357,14.8,92.133210,-59.5411140,11.4,2512,18.00,2.62,3.093,0.385,5723,5.0,1573,VPC+,"4,5,6,7,8,9,10,11,12",3.093,399.02,1,0.0534,5.54,0.00,1450.6,0.3,,,,,,FALSE
348755728,1883.01,4.5063300,0.000751,1517.809802,2.0,134.089110,-12.9306570,13.3,9565,5.00,5.00,0.490,0.150,3477,5.0,523,VPC+,8,0.490,115.37,1,0.0936,18.49,0.00,17.7,0.3,,,,,,FALSE
429358906,782.01,16.0479160,0.000200,1577.042852,1.7,183.921100,-18.9102000,12.2,4333,2.00,0.50,0.301,0.050,3331,5.0,279,VPC+,10,0.301,66.30,1,0.0611,59.66,0.00,1.4,0.3,,,,-,-,FALSE
219860288,1743.01,4.2661289,0.000084,1713.431202,0.7,257.746405,71.8713910,12.4,2478,1.60,1.93,0.320,0.009,3281,5.0,436,VPC+,"15,16,17,18,19",0.320,41.28,1,0.0460,23.67,0.00,8.6,0.3,,,,,,FALSE
201177276,2379.01,5.4694010,0.000383,2089.810386,1.9,358.091928,-53.043163,13.7,31666,11.42,0.57,0.639,0.019,3770,5.0,581,VPC+,29,0.639,,1,0.1639,17.62,0.00,27.0,0.3,,,,,,
235683377,1442.01,0.4090759,0.000011,1683.453010,0.7,287.290805,74.1722840,12.5,1271,1.11,1.42,0.309,0.009,3328,5.0,955,VPC+,"14, 15, 16",0.309,41.17,1,0.0330,5.08,0.00,197.1,0.3,,,,,,FALSE
8348911,2266.01,2.3263180,0.000223,1957.9271670,1.0,245.2798000,31.5768780,13.5,4164,1.70,1.52,0.261,0.008,3244,5.0,493,VPC+,"24, 25",0.261,51.60,1,0.0597,18.10,0.00,14.0,0.3,,,,,,FALSE
441739871,1763.01,3.7979400,0.000097,1684.785022,1.1,259.564243,74.3028860,12.8,2051,2.29,0.99,0.473,0.014,3520,5.0,554,VPC+,"14,15,16,17,18,19",0.473,88.07,1,0.0444,16.89,0.00,22.3,0.3,,,,,,FALSE
470381900,1696.01,2.5003240,0.000511,1816.697706,1.0,65.280563,48.8199140,14.0,11012,2.97,1.35,0.280,0.009,3181,5.0,484,VPC+?,19,0.280,64.92,1,0.0971,18.11,0.00,13.0,0.3,,,,,,FALSE
153078576,2407.01,2.7030890,0.000286,2116.62014,1.7,49.746477,-46.457602,12.5,4967,3.72,0.79,0.525,0.016,3596,5.0,,VPC+?,30,0.525,,1,0.0650,12.56,0.00,43.9,,,,,,,
299798795,1224.01,4.1782681,0.000021,1327.702808,1.7,37.193400,-80.8992000,11.5,2914,1.94,0.61,0.357,0.058,3442,4.9,478,VPC+?,"13,1",0.357,37.33,1,0.0499,21.71,0.00,12.4,0.3,,-,-,-,-,FALSE
141527579,698.01,15.0867510,0.007070,1328.944396,2.2,87.736100,-76.6203000,12.3,2005,1.96,1.00,0.425,0.050,3570,4.8,342,VPC+?,5,0.425,111.00,1,0.0423,45.49,0.00,3.3,0.3,,,,-,-,FALSE
55650590,206.01,0.7362320,0.000008,1325.542781,0.5,73.737190,-62.5223690,12.5,1537,4.24,1.00,0.367,0.050,3462,4.4,866,VPC,1,0.367,47.60,5,0.1059,6.69,0.00,133.0,0.3,,,,-,-,FALSE
369327947,910.01,2.0289570,0.000199,1626.205460,0.7,290.226100,-82.5545000,10.3,1085,0.93,1.26,0.279,0.009,3194,5.0,520,VPC,12,0.279,12.48,4,0.0307,15.81,0.00,17.3,0.3,,,,,,FALSE
170849515,555.01,1.9416360,0.000220,1438.148808,1.8,70.339800,-32.3203000,14.9,37132,10.83,1.00,0.559,0.050,3837,4.7,734,VPC,5,0.559,438.60,3,0.1778,9.66,0.00,96.4,0.5,,,,-,-,FALSE
144700903,532.01,2.3268110,0.000249,1470.576303,1.7,85.079900,11.5629000,12.7,8583,5.61,1.00,0.590,0.050,3946,4.7,787,VPC,6,0.590,175.10,3,0.0873,10.51,0.00,91.0,0.3,,,,-,-,FALSE
277634430,771.01,2.3260140,0.000050,1570.093460,1.2,164.113188,-72.9848480,12.1,3392,6.65,1.00,0.242,0.007,3231,4.4,479,VPC,10,0.212,25.28,3,0.2524,19.05,0.00,12.5,0.3,,,,-,-,FALSE
38460940,805.01,4.1177970,0.000060,1328.556583,1.4,61.133133,-62.9872250,13.2,2498,6.23,1.00,0.281,0.009,3376,4.4,435,VPC,8,0.255,51.88,2,0.2034,25.21,0.00,8.5,0.3,,,,-,-,FALSE
300710077,789.01,5.4469894,0.000121,1329.114696,1.6,115.268500,-71.3044000,11.9,928,1.15,1.00,0.373,0.050,3471,4.9,448,VPC,9,0.373,78.80,2,0.0283,25.16,0.00,9.5,0.3,,,,-,-,FALSE
219195044,714.01,4.3238992,0.000196,1412.838728,1.8,92.391749,-53.8234740,11.5,941,3.51,1.00,0.473,0.014,3782,4.4,570,VPC,8,0.471,53.85,2,0.0680,18.41,0.00,25.0,0.3,,,,-,-,FALSE
271971130,715.01,19.2879530,0.000516,1327.551446,2.1,113.851073,-73.5774690,13.5,4942,7.07,2.00,0.230,0.007,3187,5.0,229,VPC,9,0.199,42.40,1,0.2823,80.73,0.24,0.7,0.3,oooeeee,-,-,-,-,FALSE
396720998,709.01,32.3769350,0.001156,1392.818675,4.1,65.655287,-54.1471860,14.2,59616,3.92,1.00,0.147,0.111,4910,4.8,256,VPC,5,0.500,1350.00,1,0.2447,153.60,0.00,1.0,0.3,,-,-,-,-,FALSE
259168516,1680.01,4.8024450,0.000307,1687.264487,1.1,292.313381,65.9743670,13.3,5067,1.53,1.12,0.213,0.006,3231,5.0,361,VPC,"14,15,16",0.213,37.22,1,0.0658,33.56,0.00,4.0,0.3,,,,,,FALSE
104208182,1738.01,3.6985560,0.000410,1792.660607,1.4,54.501981,50.9554860,12.5,2875,3.59,3.65,0.669,0.020,3948,5.0,704,VPC,"18,19",0.669,142.04,1,0.0492,13.16,0.00,58.1,0.3,,,,,,FALSE
368287008,2015.01,3.3488946,0.000308,1956.033366,1.0,232.132925,27.3607980,12.8,9753,3.38,0.40,0.324,0.010,3223,5.0,466,VPC,24,0.324,47.34,1,0.0956,19.98,0.00,11.2,0.3,,,,,,FALSE
360156606,1227.01,27.3649923,0.001400,1617.478270,4.1,186.768030,-72.4517900,13.8,27234,16.52,1.60,0.500,0.050,3050,4.4,253,VPC,"12,11",0.500,100.64,1,0.3030,60.71,1.00,1.0,0.3,,-,-,-,-,FALSE
161223358,2415.01,0.5153671,0.000024,2062.02582,1.1,340.977013,-53.428355,14.9,40046,12.43,0.69,0.617,0.020,3558,5.0,1191,VPC,30,0.617,,1,0.1847,3.73,0.00,476.7,0.3,,,,,,FALSE
408636441,1759.01,18.8499779,0.002089,1745.467287,3.5,326.853293,62.7538610,9.9,2681,3.23,0.46,0.627,0.019,3960,4.9,401,VPC,"16,17",0.627,40.07,1,0.0473,40.72,0.00,6.2,0.3,,,,,,FALSE
364074068,1756.01,2.7829980,0.000263,1764.846661,1.8,306.329027,77.6361880,12.1,1080,2.14,0.31,0.563,0.017,3756,5.0,695,VPC,"17,18,19",0.563,86.72,1,0.0349,12.23,0.00,55.2,0.3,,,,,,FALSE
287139872,1752.01,0.9351810,0.000017,1683.595243,0.8,253.462993,60.7090810,12.7,1203,1.84,2.98,0.527,0.016,3652,5.0,951,VPC+,"14,15,16,17,18,19",0.527,103.02,1,0.0321,6.17,0.00,193.6,0.3,,,,,,FALSE
348673213,1639.01,0.9018240,0.000192,1791.468047,2.6,35.807158,56.5701640,13.0,3157,3.43,1.00,0.611,0.018,3896,5.0,1078,VPC,18,0.611,153.99,1,0.0516,5.46,0.00,320.6,0.3,,,,,,FALSE
271596225,797.01,1.8007670,0.000023,1326.819502,1.2,108.561700,-74.6025000,11.7,618,1.27,1.00,0.495,0.050,3704,5.0,759,VPC,9,0.495,91.20,1,0.0235,9.96,0.00,78.7,0.3,,,,-,-,FALSE
138762614,1802.01,16.7987040,0.005796,1904.154502,3.5,164.254988,24.8824260,11.1,1816,2.51,1.02,0.582,0.017,3859,5.0,397,VPC,22,0.582,60.69,1,0.0395,39.61,0.00,5.9,0.3,,,,,,FALSE
318022259,1730.01,6.2224650,0.001142,1844.381227,2.3,107.866429,48.3303890,10.4,1847,2.30,1.14,0.532,0.016,3691,5.0,513,VPC,20,0.532,35.69,1,0.0396,21.69,0.00,16.4,0.3,,,,,,FALSE
318022259,1730.02,2.1555270,0.000454,1844.579827,1.6,107.866429,48.3303890,10.4,697,1.44,2.04,0.532,0.016,3691,5.0,730,VPC,20,0.532,35.6917,1,0.0248,10.70,0.00,67.2,0.3,,,,,,FALSE
353475866,1693.01,1.7666710,0.000295,1817.683149,1.0,90.308465,34.7731670,10.7,1006,1.48,2.18,0.461,0.014,3474,5.0,700,VPC,19,0.461,30.79,1,0.0294,10.31,0.00,56.8,0.3,,,,,,FALSE
166648874,1806.01,15.1509400,0.006087,1909.546801,2.6,166.118963,30.4587500,12.6,5581,3.41,0.35,0.402,0.012,3272,5.0,307,VPC,22,0.402,55.52,1,0.0779,47.38,0.00,2.1,0.3,,,,,,FALSE
420112589,1452.01,11.0621900,0.000867,1691.523910,1.6,290.173858,73.1954260,12.3,3779,1.83,0.30,0.275,0.009,3248,5.0,299,VPC,"14, 15, 16",0.249,30.52,1,0.0610,49.40,0.00,1.9,0.3,ooee,,,,,FALSE
417931300,2068.01,7.7688700,0.000142,1683.423390,2.1,186.275286,60.4183720,11.2,1360,2.14,0.53,0.543,0.016,3700,5.0,480,VPC,"14,15,21,22",0.543,52.93,1,0.0362,24.83,0.00,12.6,0.3,,,,,,FALSE
224298134,2079.01,1.4923350,0.000020,1711.959330,1.2,185.339399,57.7524670,10.9,791,1.40,1.47,0.481,0.014,3577,5.0,773,VPC,"15,22",0.481,37.07,1,0.0266,8.96,0.00,84.5,0.3,,,,,,FALSE
118327550,244.01,7.3972290,0.000200,1357.365444,1.1,10.570615,-36.7181380,10.3,1012,3.40,1.00,0.562,0.050,3844,4.4,513,VPC,2,0.562,22.00,1,0.0555,23.47,0.00,16.4,0.3,,,,-,-,FALSE
163539739,1278.01,14.4762170,0.002193,1711.959772,1.6,320.478919,35.6488270,11.8,10350,9.28,19.49,0.550,0.016,3841,5.0,407,VPC,15,0.550,75.58,1,0.1547,37.25,0.00,6.5,0.3,,,,,,FALSE
271596225,797.02,4.1400000,0.000062,1327.412324,1.0,108.561700,-74.6025000,11.7,774,1.41,1.00,0.495,0.050,3704,5.0,575,VPC,9,0.495,91.20,1,0.0261,17.35,0.00,25.9,0.3,,,,-,-,FALSE
231728511,864.01,0.5206660,0.000016,1411.154172,0.6,81.444281,-51.3570330,11.5,639,2.53,3.79,0.399,0.012,3460,4.4,998,VPC,5,0.390,38.09,1,0.0583,5.03,0.00,234.7,0.3,,,,-,-,FALSE
229781583,1245.01,4.8204490,0.001172,1684.535200,1.8,283.535647,69.6333010,12.2,2239,2.50,2.07,0.525,0.015,3692,5.0,556,VPC,14,0.525,80.10,1,0.0437,18.48,0.00,22.6,0.3,,,,,,FALSE
261257684,904.01,18.3518950,0.005414,1630.350649,4.6,89.372435,-83.1301770,10.8,1695,2.62,0.95,0.641,0.067,3992,5.0,411,VPC,12,0.641,46.09,1,0.0376,39.41,0.00,6.8,0.3,,,,,,FALSE
212957629,2406.01,3.0766190,0.000380,2115.975346,1.2,8.805081,-3.370635,14.3,20285,2.82,0.41,0.197,0.006,3163,5.0,399,VPC,30,0.197,,1,0.1317,26.35,0.00,6.0,0.3,,,,,,
332477926,1754.01,16.2155915,0.000740,1689.924201,3.4,265.594375,57.4478240,11.7,1611,2.40,0.87,0.593,0.018,3849,5.0,403,VPC+,"14,15,16,17,18,19",0.593,81.55,1,0.0371,38.21,0.00,6.2,0.3,,,,,,FALSE
219175972,2441.01,12.8935510,0.005934,2147.579754,2.4,91.410535,-51.680167,12.8,4151,3.03,1.31,0.468,0.014,3478,5.0,363,VPC,31,0.468,,1,0.0595,38.43,0.00,4.1,0.3,oooeee,,,,,FALSE
100267480,2341.01,0.8773900,0.000060,1681.7514500,0.5,306.8431920,-53.2206070,12.7,12050,8.59,0.46,0.620,0.020,3495,5.0,981,VPC,13,0.620,,1,0.1271,5.31,0.00,219.6,0.3,,,,,,FALSE
219195044,714.02,10.1776510,0.000761,1419.110330,2.2,92.391749,-53.8234740,11.5,903,3.21,1.00,0.473,0.014,3782,4.4,429,VPC,8,0.473,53.85,1,0.0623,32.57,0.00,8.0,0.3,,,,-,-,FALSE
160328683,2496.01,1.5747790,0.0000730,2202.2894760,1.9139910,91.1961960,-32.5802400,14.1969000,76806.4473560,22.7322820,16.8610100,0.5799630,0.0180140,3273.0000000,5.0,739,VPC,33,0.580,,1,0.3596,8.20,0.00,70.8,0.3,,,,,,FALSE
119584412,1801.01,10.6439500,0.003353,1903.544154,2.8,175.576559,23.0268550,9.9,1547,2.17,0.85,0.546,0.016,3815,5.0,447,VPC,22,0.546,30.68,1,0.0365,30.52,0.00,9.4,0.3,oooeee,,,,,FALSE
272086159,176.01,16.1553730,0.000103,1363.043700,1.6,115.003400,-72.2077000,13.4,61534,7.90,1.39,0.274,0.047,3276,5.0,222,VPC,4,0.259,103.00,5,0.2640,76.74,0.79,0.8,0.5,,-,-,0.000999,0.0001824,TRUE
219189765,737.01,1.7320170,0.000144,1544.429149,1.6,171.015000,-19.5571000,14.8,58179,9.90,2.00,0.332,0.069,3394,4.9,831,VPC,9,0.333,250.47,3,0.2423,5.89,0.74,158.5,0.5,,-,-,0.0029077,0.0004197,TRUE
348755728,0.11,4.5062300,0.000869,1517.809802,2.0,134.089121,-12.9306480,13.3,12920,6.44,0.16,0.494,0.015,3477,4.7,527,VPC,8,0.492,115.37,3,0.1035,18.20,0.30,18.3,0.3,This system is in a co-moving binary with TOI 633.01,-,-,0.0008675,0.0001308,TRUE
178709444,762.01,3.4716350,0.000247,1572.678818,1.4,166.075700,-47.8214000,13.5,43087,6.12,0.23,0.318,0.059,3365,4.9,511,VPC,10,0.314,130.00,3,0.1763,18.12,0.72,16.2,0.3,,-,-,0.0010043,0.0001722,TRUE
220479565,269.01,3.6977110,0.000049,1411.429201,0.9,75.846109,-54.1771940,12.3,4963,2.90,0.17,0.342,0.021,3607,4.4,439,VPC,4,0.367,58.86,3,0.0590,28.27,0.26,8.8,0.3,,-,-,0.0003532,0.000079,TRUE
447061717,1231.01,24.2456500,0.001213,1563.888198,3.3,156.747800,-52.4694000,10.2,6453,3.28,0.67,0.406,0.081,3535,5.0,285,VPC,"10,9",0.406,27.62,1,0.0741,64.34,0.00,1.6,0.3,Jennifer Burt (in prep),-,-,-,-,TRUE
260708537,486.01,1.7445870,0.000071,1326.994371,1.2,98.458200,-58.5285000,9.3,192,0.61,1.00,0.427,0.050,3445,4.9,679,VPC,1,0.427,22.70,1,0.0130,10.76,0.42,50.4,0.3,Crossfield AC Target,,,-,-,FALSE
142748283,2096.02,6.3877680,0.000106,1687.539955,1.2,151.619127,74.8275340,13.5,6606,2.08,0.56,0.247,0.007,3285,5.0,350,VPC,"14,20,21",0.247,48.48,1,0.0770,36.80,0.00,3.6,0.3,oooeee,,,,,FALSE
142748283,2096.01,3.1190350,0.000063,1684.832891,1.3,151.619127,74.8275340,13.5,3201,1.47,0.70,0.247,0.007,3285,5.0,445,VPC,"14,20,21",0.247,48.48,1,0.0546,22.82,0.00,9.3,0.3,ooooeeee,,,,,FALSE
359357695,1880.01,1.7264000,0.000230,1600.171740,1.4,182.726848,-75.1318980,13.1,7210,4.00,2.00,0.400,0.050,3631,5.0,703,VPC,"11,12",0.400,102.61,1,0.0917,11.16,0.00,57.9,0.3,,,,,,FALSE
237920046,873.01,5.9313480,0.000423,1326.217236,2.4,56.734300,-63.3373000,12.1,1091,1.80,1.85,0.540,0.079,3797,4.7,538,VPC?,4,0.540,118.30,2,0.0306,20.81,0.00,19.9,0.3,,,,-,-,FALSE
153065527,406.01,13.1756310,0.001285,1388.573000,2.2,49.262413,-42.2423290,11.2,2087,1.55,1.00,0.309,0.050,3349,4.9,302,VPC?,4,0.309,31.10,1,0.0461,51.40,0.00,2.0,0.3,oooeee,,,-,-,FALSE
235678745,2095.02,28.1754520,0.002258,1704.280175,4.4,285.633044,75.4186050,11.1,856,1.65,0.16,0.463,0.014,3746,5.0,300,VPC?,14-23,0.463,41.92,1,0.0326,65.14,0.00,1.9,0.3,oooeee,,,,,FALSE
321669174,2081.01,10.5045870,0.000439,1685.921675,2.6,264.303065,53.0257030,11.6,960,1.61,2.19,0.516,0.015,3742,5.0,432,VPC?,"14,17,20,21",0.516,62.34,1,0.0286,31.42,0.00,8.2,0.3,,,,,,FALSE
198385543,1846.01,3.9274570,0.000936,1929.202175,1.5,257.955422,54.5269390,11.8,2108,1.90,1.99,0.411,0.012,3512,5.0,522,VPC,23,0.411,47.25,1,0.0423,18.95,0.00,17.6,0.3,,,,,,FALSE
441798995,2269.02,2.8411470,0.000032,1684.775586,1.6,264.147791,77.126122,12.0,604,1.44,0.79,0.548,0.016,3872,4.8,705,VPC?,14-26,0.548,82.19,1,0.0241,12.61,0.00,58.6,0.3,,,,,,FALSE
232650365,1746.01,2.5252670,0.000056,1684.786413,0.9,281.767703,54.9103740,12.0,1425,1.56,3.37,0.410,0.015,3340,5.0,574,VPC-,"14,15,16,19",0.410,62.55,1,0.0349,14.14,0.00,25.8,0.3,,,,,,FALSE
153951307,1238.01,3.2937060,0.000888,1684.294646,1.9,201.382398,68.8362660,11.3,1313,2.64,0.29,0.623,0.018,3853,5.0,697,VPC-,14,0.623,70.71,1,0.0389,12.78,0.00,56.0,0.3,,,,,,FALSE
89256802,457.01,1.1759760,0.000030,1411.560890,1.0,58.724900,-26.4237000,13.8,15115,2.81,1.00,0.183,0.050,3054,5.1,518,VPC-,4,0.183,120.60,1,0.1406,14.56,0.00,17.0,0.3,,,,-,-,FALSE
382602147,2384.01,2.1356340,0.000089,2090.106023,1.9,36.156112,-64.999966,13.3,29331,11.71,0.41,0.667,0.020,3678,5.0,786,VPC-,29,0.667,,1,0.1611,9.15,0.00,90.6,0.3,,,,,,FALSE
289164482,2274.01,2.6797170,0.000019,1685.359104,0.9,277.459396,40.541033,10.4,923,2.05,1.69,0.631,0.019,3943,5.0,767,VPC-,"14,26",0.631,48.88,1,0.0298,11.05,0.00,82.1,0.3,,,,,,FALSE
377293776,1450.01,2.0439230,0.000087,1685.344739,0.9,286.853477,59.0859330,10.0,462,1.03,2.63,0.474,0.014,3407,5.0,660,VPC-?,"14, 15, 16",0.474,22.45,1,0.0200,11.16,0.00,44.8,0.3,,,,,,FALSE
900715901,2072.01,3.1678960,0.000055,1685.156339,1.3,173.989737,75.5470050,11.6,3492,2.31,1.89,0.389,0.052,3546,5.0,555,VPC-?,"14,20,21",0.389,39.12,1,0.0546,17.05,0.00,22.6,0.3,,,,,,FALSE
153951307,1238.02,0.7646010,0.000064,1684.102793,1.0,201.382398,68.8362660,11.3,413,1.28,3.47,0.623,0.018,3853,5.0,1134,CPC-,"14, 15",0.623,70.71,1,0.0188,4.83,0.00,392.4,0.3,,,,,,FALSE
453260209,1215.01,1.2126150,0.000048,1570.391508,0.9,146.879600,-77.2962000,9.6,253,0.88,0.99,0.518,0.077,3751,4.8,890,CPC-,"12,11,10",0.518,34.66,1,0.0156,7.42,1.00,148.9,0.3,,-,-,-,-,FALSE
206609630,212.01,0.3352690,0.000001,1325.491317,0.7,22.550065,-59.5832450,12.3,18458,5.51,1.00,0.230,0.050,3165,5.0,880,PPC,1,0.230,122.00,5,0.2196,5.41,0.00,142.0,0.3,ooooeeee (atmospheric loss?),,,-,-,FALSE
12421862,198.01,20.4272650,0.003312,1356.375417,2.2,2.268200,-27.1221000,9.9,1208,1.56,1.00,0.444,0.050,3763,4.8,331,PPC,2,0.444,41.70,1,0.0323,54.07,0.00,2.8,0.3,oooeee,,,-,-,FALSE
321688498,2290.01,0.3862300,0.000008,1764.988741,0.9,321.599668,68.640356,11.1,601,1.49,1.01,0.566,0.017,3863,5.0,1383,PPC,"17,18,24,25",0.566,58.09,1,0.0241,3.26,0.00,867.4,0.3,,,,,,FALSE
235678745,2095.01,17.6646290,0.000520,1692.802457,2.7,285.633044,75.4186050,11.1,776,1.31,1.09,0.463,0.014,3746,5.0,351,CPC,14-23,0.463,41.92,1,0.0259,47.72,0.00,3.6,0.3,oooeee,,,,,FALSE
359271092,741.01,7.5762620,0.000182,1544.087397,2.2,140.406700,-60.2820000,7.7,356,1.05,1.00,0.528,0.050,3766,4.8,488,PC,9,0.528,40.30,3,0.0182,24.87,0.00,13.5,0.3,,,,-,-,FALSE
316937670,221.01,0.6242500,0.000033,1325.342966,0.8,356.490400,-56.3447000,11.8,954,1.67,1.00,0.500,0.050,3900,4.8,1142,PC,1,0.500,101.40,2,0.0307,4.88,0.00,402.4,0.3,,,,-,-,FALSE
